Year,Month,Day,Hour,Minute,Area,R,Sp,G,Longitude,Latitude,L0,B0,P,q,Rot,Atl,Azm,x_sp,x_rot,y_sp,y_rot,z_sp,z_rot
1612,6,7,11,58,196,29.88,53,19,309.27,22.92,329.97,0.81,-12.87,20.94,-33.81,67.16,207.14,-21.92,-117.81,179.02,136.56,313.87,313.87
1612,6,7,11,58,219,31.29,54,19,306.38,22.07,329.97,0.81,-12.87,20.94,-33.81,67.16,207.14,-38.28,-134.22,184.07,131.65,309.35,309.35
1612,6,7,11,58,470,36.94,55,24,295.17,14.28,329.97,0.81,-12.87,20.94,-33.81,67.16,207.14,-118.99,-200.22,182.16,85.16,289.32,289.32
1612,6,7,11,58,418,43.69,59,24,288.08,14.88,329.97,0.81,-12.87,20.94,-33.81,67.16,207.14,-144.41,-233.57,204.13,89.27,261.77,261.77
1612,6,7,11,58,254,46.91,57,25,287.27,-20.56,329.97,0.81,-12.87,20.94,-33.81,67.16,207.14,-263.66,-229.81,19.28,-130.67,247.29,247.29
1612,6,7,11,58,393,56.75,60,27,275.19,19.5,329.97,0.81,-12.87,20.94,-33.81,67.16,207.14,-165.95,-278.76,253.18,118.05,198.5,198.5
1612,6,8,11,57,250,17.41,44,19,320.01,18.05,316.74,0.93,-12.45,20.52,-32.97,67.34,206.56,74.35,19.61,78.57,106.38,344.94,344.94
1612,6,8,11,57,34,20.89,53,19,308.91,20.37,316.74,0.93,-12.45,20.52,-32.97,67.34,206.56,26.76,-46.18,126.1,120.35,337.74,337.74
1612,6,8,11,57,154,21.94,54,19,306.3,20.36,316.74,0.93,-12.45,20.52,-32.97,67.34,206.56,13.99,-61.39,134.35,120.32,335.32,335.32
1612,6,8,11,57,457,59.93,51,23,15.61,16.19,316.74,0.93,-12.45,20.52,-32.97,67.34,206.56,302.55,297.16,-79.64,97.85,181.11,181.11
1612,6,8,11,57,402,49.05,52,23,3.51,18.27,316.74,0.93,-12.45,20.52,-32.97,67.34,206.56,269.42,250.12,-44.28,109.49,236.92,236.92
1612,6,8,11,57,249,23.35,55,24,295.37,10.66,316.74,0.93,-12.45,20.52,-32.97,67.34,206.56,-75.13,-129.44,122.02,61.48,331.89,331.89
1612,6,8,11,57,238,28.14,59,24,291.35,13.6,316.74,0.93,-12.45,20.52,-32.97,67.34,206.56,-82.95,-150.66,148.95,79.81,318.77,318.77
1612,6,8,11,57,196,36.63,57,25,288.2,-22.95,316.74,0.93,-12.45,20.52,-32.97,67.34,206.56,-212.69,-159.02,-35.67,-145.68,290.12,290.12
1612,6,8,11,57,237,47.11,60,27,271.61,16.62,316.74,0.93,-12.45,20.52,-32.97,67.34,206.56,-151.84,-245.5,217.02,99.42,246.03,246.03
1612,6,8,11,57,93,42.68,61,28,359.03,7.68,316.74,0.93,-12.45,20.52,-32.97,67.34,206.56,226.21,241.09,-94.29,44.01,265.74,265.74
1612,6,8,11,57,39,19.58,62,29,331.61,13.86,316.74,0.93,-12.45,20.52,-32.97,67.34,206.56,119.66,90.06,18.96,81.03,340.6,340.6
1612,6,8,11,57,22,17.11,63,29,328.03,13.9,316.74,0.93,-12.45,20.52,-32.97,67.34,206.56,101.85,68.71,30.74,81.22,345.49,345.49
1612,6,8,11,57,61,11.26,64,29,324.51,9.11,316.74,0.93,-12.45,20.52,-32.97,67.34,206.56,68.5,48.26,16.92,51.48,354.55,354.55
1612,6,8,11,57,27,35.02,65,30,286.28,-17.1,316.74,0.93,-12.45,20.52,-32.97,67.34,206.56,-207.43,-175.17,2.12,-111.12,296.06,296.06
1612,6,8,11,57,18,36.35,66,30,284.09,-15.87,316.74,0.93,-12.45,20.52,-32.97,67.34,206.56,-213.75,-187.57,15.16,-103.62,291.14,291.14
1612,6,9,12,19,445,18.75,44,19,312.4,17.53,303.3,1.06,-12.02,28.9,-40.92,65.31,218.02,108.54,54.6,41.85,102.72,342.8,342.8
1612,6,9,12,19,240,18.53,54,19,301.73,19.52,303.3,1.06,-12.02,28.9,-40.92,65.31,218.02,68.04,-9.34,92.75,114.65,343.24,343.24
1612,6,9,12,19,359,65.36,51,23,8.1101,14.2,303.3,1.06,-12.02,28.9,-40.92,65.31,218.02,296.33,317.57,-143,86.05,150.95,150.95
1612,6,9,12,19,205,57.83,52,23,359.82,17.15,303.3,1.06,-12.02,28.9,-40.92,65.31,218.02,285.61,288.49,-110.96,103.24,192.76,192.76
1612,6,9,12,19,323,15.46,55,24,290.15,9.3,303.3,1.06,-12.02,28.9,-40.92,65.31,218.02,-27.27,-81.25,92.58,52.09,348.9,348.9
1612,6,9,12,19,204,21.52,59,24,283.35,9.39,303.3,1.06,-12.02,28.9,-40.92,65.31,218.02,-57.45,-121.85,119.74,52.85,336.76,336.76
1612,6,9,12,19,400,31.17,57,25,282.47,-22.6,303.3,1.06,-12.02,28.9,-40.92,65.31,218.02,-184.7,-118.85,-31.62,-144.87,309.73,309.73
1612,6,9,12,19,486,41.53,60,27,263.68,15.01,303.3,1.06,-12.02,28.9,-40.92,65.31,218.02,-110.32,-222.97,213.13,88.78,271.01,271.01
1612,6,9,12,19,142,44.69,61,28,347.53,8.66,303.3,1.06,-12.02,28.9,-40.92,65.31,218.02,221.25,249.65,-125.91,49.79,257.37,257.37
1612,6,9,12,19,31,46.95,67,28,350.09,5.95,303.3,1.06,-12.02,28.9,-40.92,65.31,218.02,219.9,262.45,-147,32.97,247.14,247.14
1612,6,9,12,19,48,30.86,62,29,330.84,15.71,303.3,1.06,-12.02,28.9,-40.92,65.31,218.02,182.23,161.14,-35.79,92.32,310.73,310.73
1612,6,9,12,19,44,26.38,63,29,326.03,14.91,303.3,1.06,-12.02,28.9,-40.92,65.31,218.02,159.25,135.19,-22.69,87.17,324.3,324.3
1612,6,9,12,19,203,28.57,65,30,280.71,-16.84,303.3,1.06,-12.02,28.9,-40.92,65.31,218.02,-173.09,-133.07,3.49,-110.74,317.92,317.92
1612,6,9,12,19,75,29.7,66,30,278.44,-15.65,303.3,1.06,-12.02,28.9,-40.92,65.31,218.02,-178.49,-146.52,17.78,-103.48,314.44,314.44
1612,6,10,12,1,339,31.34,44,19,316.59,18.9,290.23,1.17,-11.61,22.16,-33.77,67.19,208.72,187.59,151.67,7.68,110.65,308.34,308.34
1612,6,10,12,1,44,23.48,54,19,304.48,20.07,290.23,1.17,-11.61,22.16,-33.77,67.19,208.72,134.5,83.48,50.96,117.12,331.11,331.11
1612,6,10,12,1,503,10.25,55,24,291.72,11.32,290.23,1.17,-11.61,22.16,-33.77,67.19,208.72,43.01,9.22,47.73,63.59,355.24,355.24
1612,6,10,12,1,420,12.26,59,24,286.81,12.96,290.23,1.17,-11.61,22.16,-33.77,67.19,208.72,23.56,-20.97,72.96,73.75,352.76,352.76
1612,6,10,12,1,416,23.18,57,25,283.13,-20.94,290.23,1.17,-11.61,22.16,-33.77,67.19,208.72,-110.14,-41.67,-89.76,-135.84,331.86,331.86
1612,6,10,12,1,365,27.93,60,27,268.75,19.56,290.23,1.17,-11.61,22.16,-33.77,67.19,208.72,-39.94,-124.52,164.29,114.37,318.96,318.96
1612,6,10,12,1,147,57.16,61,28,347.03,10.34,290.23,1.17,-11.61,22.16,-33.77,67.19,208.72,280.83,297.16,-114.61,60.82,195.75,195.75
1612,6,10,12,1,187,62.1,67,28,352.21,8.03,290.23,1.17,-11.61,22.16,-33.77,67.19,208.72,288.43,315.57,-136.37,46.96,168.91,168.91
1612,6,10,12,1,69,19.6,65,30,281.32,-16.34,290.23,1.17,-11.61,22.16,-33.77,67.19,208.72,-104.92,-53.64,-60.42,-108.54,340.09,340.09
1612,6,10,12,1,93,65.47,68,31,226.5,-17.82,290.23,1.17,-11.61,22.16,-33.77,67.19,208.72,-319.3,-308.17,76.9,-113.55,149.86,149.86
1612,6,11,12,28,314,44.89,44,19,318.94,18.79,276.74,1.29,-11.17,31.86,-43.03,64.43,222.22,243.56,229.86,-75.94,110.68,256.11,256.11
1612,6,11,12,28,110,36.04,54,19,308.05,20.36,276.74,1.29,-11.17,31.86,-43.03,64.43,222.22,210.09,176.11,-33.02,119.21,292.33,292.33
1612,6,11,12,28,274,21.79,55,24,295.87,12.02,276.74,1.29,-11.17,31.86,-43.03,64.43,222.22,130.91,115.84,-29.52,67.75,335.67,335.67
1612,6,11,12,28,284,15.88,59,24,288.85,11.68,276.74,1.29,-11.17,31.86,-43.03,64.43,222.22,98.88,74.27,-2.92,65.34,347.7,347.7
1612,6,11,12,28,299,23.39,57,25,285.61,-20.42,276.74,1.29,-11.17,31.86,-43.03,64.43,222.22,-53.02,52.25,-133.38,-133.68,331.79,331.79
1612,6,11,12,28,306,17.71,60,27,277.09,19,276.74,1.29,-11.17,31.86,-43.03,64.43,222.22,76.54,2.06,78.98,109.96,344.36,344.36
1612,6,11,12,28,283,76.96,61,28,353.61,14.11,276.74,1.29,-11.17,31.86,-43.03,64.43,222.22,308.48,341.44,-169.9,86.29,81.59,81.59
1612,6,11,12,28,293,80.41,67,28,357.21,12.31,276.74,1.29,-11.17,31.86,-43.03,64.43,222.22,306.3,348.31,-182.3,75.75,60.23,60.23
1612,6,11,12,28,82,17.75,65,30,285.07,-14.42,276.74,1.29,-11.17,31.86,-43.03,64.43,222.22,-29.69,50.72,-106.13,-97.84,344.29,344.29
1612,6,11,12,28,22,15.44,71,30,280.24,-13.75,276.74,1.29,-11.17,31.86,-43.03,64.43,222.22,-48.35,21.45,-83.23,-93.83,348.45,348.45
1612,6,11,12,28,384,46,68,31,232.29,-11.54,276.74,1.29,-11.17,31.86,-43.03,64.43,222.22,-234.56,-248.05,112.23,-78.01,251.14,251.14
1612,6,11,12,28,85,50.8,72,31,227.56,-12.87,276.74,1.29,-11.17,31.86,-43.03,64.43,222.22,-253.43,-266.7,119.35,-85.69,228.5,228.5
1612,6,11,12,28,55,27.4,69,32,286.94,26.89,276.74,1.29,-11.17,31.86,-43.03,64.43,222.22,148.38,57.09,75.3,156.29,320.93,320.93
1612,6,11,12,28,86,26.63,70,32,282.14,27.42,276.74,1.29,-11.17,31.86,-43.03,64.43,222.22,130.71,30.18,95.8,159.22,323.14,323.14
1612,6,12,13,21,230,55.35,44,19,316.42,19.98,263.02,1.42,-10.73,43.89,-54.62,56.94,241.92,254.54,272.75,-153.76,118.49,205.55,205.55
1612,6,12,13,21,32,44.12,54,19,303.72,20.65,263.02,1.42,-10.73,43.89,-54.62,56.94,241.92,226.5,220.62,-109.73,121.13,259.5,259.5
1612,6,12,13,21,360,30.73,55,24,292.05,12.17,263.02,1.42,-10.73,43.89,-54.62,56.94,241.92,155.19,171.53,-100.17,68.52,310.75,310.75
1612,6,12,13,21,34,24.53,59,24,285.03,12.66,263.02,1.42,-10.73,43.89,-54.62,56.94,241.92,134.52,132.19,-66.6,71.11,328.86,328.86
1612,6,12,13,21,110,28.23,57,25,283.27,-20.06,263.02,1.42,-10.73,43.89,-54.62,56.94,241.92,-44.5,108.83,-165.09,-131.88,318.51,318.51
1612,6,12,13,21,196,19.39,60,27,270.43,19.39,263.02,1.42,-10.73,43.89,-54.62,56.94,241.92,116.49,44,28.77,111.64,341,341
1612,6,12,13,21,17,23.33,65,30,280.76,-13.91,263.02,1.42,-10.73,43.89,-54.62,56.94,241.92,-15.63,106.96,-142.29,-95.13,331.95,331.95
1612,6,12,13,21,12,18.46,71,30,275,-12.7,263.02,1.42,-10.73,43.89,-54.62,56.94,241.92,-29.35,73.23,-110.66,-88,342.89,342.89
1612,6,12,13,21,131,39.3,68,31,226.65,-14.35,263.02,1.42,-10.73,43.89,-54.62,56.94,241.92,-198.94,-207.64,113.39,-96.54,279.73,279.73
1612,6,12,13,21,133,42.98,72,31,222.84,-14.97,263.02,1.42,-10.73,43.89,-54.62,56.94,241.92,-211.95,-225.28,125.78,-99.97,264.46,264.46
1612,6,12,13,21,21,31.14,69,32,283.73,25.3,263.02,1.42,-10.73,43.89,-54.62,56.94,241.92,186.69,115.62,-9.22,146.87,309.43,309.43
1612,6,12,13,21,28,30.3,70,32,278.27,27.97,263.02,1.42,-10.73,43.89,-54.62,56.94,241.92,180.64,83.99,25.28,161.91,312.11,312.11
1612,6,13,11,45,305,67.59,44,19,317.53,18.26,250.66,1.53,-10.32,15.04,-25.36,68.59,199.27,332.23,315.71,-36.17,109.61,137.84,137.84
1612,6,13,11,45,29,57.09,54,19,306.29,18.64,250.66,1.53,-10.32,15.04,-25.36,68.59,199.27,302.74,282.73,-21.39,110.33,196.4,196.4
1612,6,13,11,45,300,40.93,55,24,290.72,11.29,250.66,1.53,-10.32,15.04,-25.36,68.59,199.27,233.38,228.15,-40.3,63.54,273.11,273.11
1612,6,13,11,45,43,35.19,59,24,283.98,13.88,250.66,1.53,-10.32,15.04,-25.36,68.59,199.27,208,192.79,-11.28,78.89,295.45,295.45
1612,6,13,11,45,159,38.86,57,25,283.27,-20.64,250.66,1.53,-10.32,15.04,-25.36,68.59,199.27,106.92,182.29,-200.03,-134.96,281.49,281.49
1612,6,13,11,45,180,26.36,60,27,271.36,18.34,250.66,1.53,-10.32,15.04,-25.36,68.59,199.27,154.63,121.28,43.07,105.15,323.91,323.91
1612,6,13,11,45,17,35.74,65,30,282.1,-16.19,250.66,1.53,-10.32,15.04,-25.36,68.59,199.27,117.07,181.06,-175.73,-108.66,293.42,293.42
1612,6,13,11,45,318,29.8,68,31,227.48,-17.62,250.66,1.53,-10.32,15.04,-25.36,68.59,199.27,-173.04,-135.64,-48.4,-117.85,313.68,313.68
1612,6,13,11,45,256,35.26,72,31,222.2,-20.03,250.66,1.53,-10.32,15.04,-25.36,68.59,199.27,-202.67,-161.85,-49.72,-131.73,295.19,295.19
1612,6,13,11,45,17,38.58,69,32,283.17,23.87,250.66,1.53,-10.32,15.04,-25.36,68.59,199.27,219.97,177.65,49.32,138.78,282.6,282.6
